date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2016-02-17,Joint,MOS,The Mosaic Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-18,2015-11-18,23.15861320495605,20.229455947875977,14.479664033612451
2016-02-17,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-18,2015-11-18,20.31999969482422,19.36000061035156,4.958672800657666
2016-02-16,Joint,CHRW,CH Robinson Worldwide Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-17,2015-11-17,63.34123992919922,67.75584411621094,6.515458916636092
2016-02-16,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-17,2015-11-17,22.47142791748047,21.134403228759766,6.326294971514855
2016-02-12,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-13,2015-11-13,46.082862854003906,51.89146041870117,11.193744631253253
2016-02-12,Joint,KN,Knowles Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-13,2015-11-13,9.979999542236328,9.979999542236328,0.0
2016-02-12,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-13,2015-11-13,21.85523223876953,21.134403228759766,3.4106901539044117
2016-02-11,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-12,2015-11-12,21.78779602050781,21.134403228759766,3.0916074831907423
2016-02-11,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-12,2015-11-12,22.898178100585934,26.5848388671875,13.867530982675433
2016-02-11,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-12,2015-11-12,45.34370422363281,51.89146041870117,12.618176752467377
2016-02-10,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-11,2015-11-11,45.36195755004883,51.89146041870117,12.5830007788703
2016-02-10,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-11,2015-11-11,23.181161880493164,26.5848388671875,12.803075481098162
2016-02-09,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-10,2015-11-10,19.36000061035156,19.36000061035156,0.0
2016-02-09,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-10,2015-11-10,44.96956253051758,51.89146041870117,13.339184968648539
2016-02-08,Joint,WMB,"Williams Companies, Inc.",Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2016-05-09,2015-11-09,8.15308952331543,27.18050193786621,70.00390374705684
2016-02-08,Joint,WMB,"Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-09,2015-11-09,8.15308952331543,27.18050193786621,70.00390374705684
2016-02-05,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-06,2015-11-06,32.912811279296875,31.29021453857422,5.185636355168924
2016-02-05,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-06,2015-11-06,22.81957054138184,26.49050712585449,13.857554961225517
2016-02-04,Joint,PKI,PerkinElmer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-05,2015-11-05,45.72830581665039,53.28910446166992,14.188263663649863
2016-02-03,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-04,2015-11-04,22.283084869384766,21.605453491210934,3.136390441651642
2016-02-03,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-04,2015-11-04,47.59765625,51.89146041870117,8.274587252036028
2016-02-02,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-03,2015-11-03,23.45627784729004,26.997295379638672,13.116193613302698
2016-02-01,Joint,EPD,Enterprise Products Partners L.P.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-02,2015-11-02,16.958629608154293,13.93274974822998,21.717750728342196
2016-02-01,Joint,PKI,PerkinElmer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-02,2015-11-02,47.34812927246094,53.28910446166992,11.148573895592932
2016-02-01,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-05-02,2015-11-02,22.30158233642578,21.605453491210934,3.2220052474160354
2016-02-01,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-05-02,2015-11-02,23.47962951660156,27.06677627563477,13.252951598311782
2016-02-09,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,2016-05-10,2015-11-10,29.58037757873535,48.7309799194336,39.29861942517826
2016-02-09,Spouse,SLB,Schlumberger Limited,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2016-05-10,2015-11-10,56.78987503051758,51.1443977355957,11.038310244863268
2016-01-28,Joint,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-28,2015-10-29,109.11000061035156,94.16000366210938,15.877226387851309
2016-01-20,Joint,CP,Canadian Pacific Railway Limited,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2016-04-20,2015-10-21,98.97896575927734,145.39089965820312,31.922172576161756
2016-01-20,Joint,CAT,Caterpillar Inc.,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2016-04-20,2015-10-21,50.98354721069336,69.69168090820311,26.84414187419563
2016-02-12,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-05-13,2015-11-13,10.830265045166016,10.114288330078123,7.078863996379283
2016-02-12,Joint,NWL,Newell Rubbermaid Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-05-13,2015-11-13,28.861915588378906,28.007421493530273,3.050955958391313
2016-02-16,Joint,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-05-17,2015-11-17,101.61000061035156,94.16000366210938,7.9120610221897465
2016-01-26,Spouse,TWTR,"Twitter, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-26,2015-10-27,17.010000228881836,14.3100004196167,18.867922642153616
2016-02-01,Self,TWTR,"Twitter, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-05-02,2015-11-02,17.90999984741211,14.3100004196167,25.157227968074636
2016-01-20,Self,CP,Canadian Pacific Railway Limited,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2016-04-20,2015-10-21,98.97896575927734,145.39089965820312,31.922172576161756
2016-01-20,Self,IONS,"Ionis Pharmaceuticals, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2016-04-20,2015-10-21,42.83000183105469,64.12000274658203,33.20336868928507
2016-01-26,Self,WPC,W. P. Carey Inc.,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2016-04-26,2015-10-27,43.03662490844727,38.38882446289063,12.107170538784118
2016-01-26,Self,NUE,Nucor Corporation,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2016-04-26,2015-10-27,31.46432304382324,30.017688751220703,4.819272744786872
2016-02-11,Joint,SPY,SPDR S&amp;amp;P 500 ETF,Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,2016-05-12,2015-11-12,166.02548217773438,191.74156188964844,13.411844285859232
2015-12-30,Joint,EEM,iShares MSCI Emerging Markets,Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,2016-03-30,2015-09-30,29.06905174255371,32.16874313354492,9.635724274719692
2016-01-29,Joint,TBF,ProShares Short 20+ Year Treasury,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,2016-04-29,2015-10-30,22.810625076293945,24.73746109008789,7.789142170964396
2016-01-29,Self,TBF,ProShares Short 20+ Year Treasury,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,2016-04-29,2015-10-30,22.810625076293945,24.73746109008789,7.789142170964396
2016-01-25,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,2016-04-25,2015-10-26,30.12653350830078,49.97304153442383,39.714428853508586
2016-01-21,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2016-04-21,2015-10-22,57.23974990844727,52.02238464355469,10.029077483934586
2016-01-21,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2016-04-21,2015-10-22,98.11527252197266,96.83312225341795,1.324082337445688
2016-01-28,Self,MRK,Merck &amp;amp; Co. Inc.,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2016-04-28,2015-10-29,42.333717346191406,41.80885314941406,1.2553900842522836
2016-01-28,Self,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2016-04-28,2015-10-29,21.76041030883789,21.605453491210934,0.717211595165054
2016-02-03,Self,MCD,McDonald&amp;apos;s Corp.,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2016-05-04,2015-11-04,106.7368621826172,95.87993621826172,11.323459727424833
2016-01-28,Self,GILD,Gilead Sciences Inc.,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2016-04-28,2015-10-29,74.56046295166016,70.45467376708984,5.827561132627338
2016-01-08,Self,CLR,"Continental Resources, Inc.",Stock,Purchase,"$50,001 - $100,000",James M Inhofe,2016-04-08,2015-10-09,21.66774177551269,15.986689567565918,35.536138885642686
2016-01-29,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-29,2015-10-30,23.72867202758789,27.06677627563477,12.33284752514767
2016-01-29,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-29,2015-10-30,42.34505462646485,38.18315887451172,10.899820430339801
2016-01-29,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-29,2015-10-30,22.70000076293945,19.36000061035156,17.252066359967117
2016-01-28,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-28,2015-10-29,23.50297737121582,27.06677627563477,13.166691401026
2016-01-28,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-28,2015-10-29,21.76041030883789,21.605453491210934,0.717211595165054
2016-01-27,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-27,2015-10-28,23.752016067504886,27.367862701416016,13.212016858459478
2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2016-04-27,2015-10-28,21.605453491210934,21.605453491210934,0.0
2016-01-27,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-27,2015-10-28,46.7398796081543,51.89146041870117,9.927608066876246
2016-01-27,Joint,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-27,2015-10-28,21.605453491210934,21.605453491210934,0.0
2016-01-25,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-25,2015-10-26,23.7364501953125,27.367862701416016,13.26889332105435
2016-01-22,Joint,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-22,2015-10-23,47.71628952026367,51.89146041870117,8.045969153207352
2016-01-22,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-22,2015-10-23,23.899885177612305,27.367862701416016,12.671714856360623
2016-01-20,Joint,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,12.407224655151367,10.114288330078123,22.6702685373765
2016-01-20,Joint,PG,The Procter &amp;amp; Gamble Company,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2016-04-20,2015-10-21,65.44770812988281,62.9655876159668,3.9420270784332416
2016-01-20,Joint,MO,Altria Group Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,43.32916259765625,42.19816589355469,2.6802034641849417
2016-01-20,Joint,WMB,"Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,11.316427230834961,28.87839126586914,60.81351233643805
2016-01-20,Joint,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,55.8030891418457,52.02238464355469,7.267457122920305
2016-01-20,Joint,V,Visa Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,68.33068084716797,65.51739501953125,4.293952509555751
2016-01-20,Joint,KHC,The Kraft Heinz Company,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2016-04-20,2015-10-21,57.88851928710938,56.2235107421875,2.9614097784764226
2016-01-20,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-20,2015-10-21,23.860973358154297,27.367862701416016,12.813895558896789
2016-01-15,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-15,2015-10-16,41.4698486328125,38.18315887451172,8.607694740768906
2016-01-14,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-14,2015-10-15,24.211181640625,27.367862701416016,11.534262266770611
2016-01-13,Joint,KN,Knowles Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-13,2015-10-14,11.779999732971193,9.979999542236328,18.036074882740124
2016-01-13,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2016-04-13,2015-10-14,22.07999992370605,19.36000061035156,14.049582787203732
2016-01-13,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2016-04-13,2015-10-14,23.63527870178223,27.367862701416016,13.638565935368646
2015-12-22,Joint,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-03-22,2015-09-22,73.53704071044922,56.42648696899414,30.323620449483542
2015-12-28,Joint,M,"Macy's, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,2016-03-28,2015-09-28,27.235605239868164,39.3936767578125,30.863002691245782
2016-01-06,Joint,LMT,Lockheed Martin Corporation,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,2016-04-06,2015-10-07,191.15235900878903,181.00755310058597,5.604631262301851
2016-01-06,Joint,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-06,2015-10-07,49.32234573364258,42.31179428100586,16.56878790362198
2016-01-05,Child,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,84.55241394042969,70.45467376708984,20.009659288103975
2016-01-05,Child,GME,GameStop Corp.,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,22.20381736755371,35.885128021240234,38.125294260030564
2016-01-05,Self,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,32.18112564086914,24.676433563232425,30.412385397615196
2016-01-06,Child,NVDA,NVIDIA Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-06,2015-10-07,30.85043334960937,24.676433563232425,25.01982213335775
2015-12-22,Self,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-03-22,2015-09-22,73.53704071044922,56.42648696899414,30.323620449483542
2016-01-05,Self,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,22.37605094909668,19.15880584716797,16.79251372759373
2016-01-05,Self,WMT,Wal-Mart Stores Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,56.1290283203125,49.91250991821289,12.454830286607617
2016-01-06,Self,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-06,2015-10-07,36.50782012939453,34.741134643554695,5.0852843580559295
2016-01-05,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-05,2015-10-06,107.66000366210938,82.79000091552734,30.039862871794753
2016-01-14,Self,MRK,Merck &amp;amp; Co. Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2016-04-14,2015-10-15,44.57086181640625,41.80885314941406,6.606277041662636
2015-12-16,Spouse,KMI,"Kinder Morgan, Inc.",Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",2016-03-16,2015-09-16,12.651646614074707,25.461383819580078,50.31045168744735
2015-12-29,Joint,VWO,Vanguard FTSE Emerging Markets ETF,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,2016-03-29,2015-09-29,29.054296493530273,31.746490478515625,8.480288511913741
2016-01-05,Spouse,INTC,Intel Corporation (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,2016-04-05,2015-10-06,29.396329879760746,30.795318603515625,4.542861665977924
2016-01-05,Spouse,CMI,Cummins Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",William Cassidy,2016-04-05,2015-10-06,76.77481079101562,71.97477722167969,6.6690495679507364
2016-01-05,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",William Cassidy,2016-04-05,2015-10-06,23.75397682189941,21.605453491210934,9.944356555915348
2015-08-07,Joint,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,2015-11-06,2015-05-08,15.60694408416748,17.064455032348633,8.541210049885493
2015-08-07,Joint,CVX,Chevron Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,2015-11-06,2015-05-08,65.88134002685547,55.77474975585938,18.12036865290345
2015-08-10,Joint,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,2015-11-09,2015-05-11,15.686854362487793,17.064455032348633,8.072925078763774
2015-08-31,Joint,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,2015-11-30,2015-06-01,15.259706497192385,17.064455032348633,10.576068979261478
2015-09-17,Joint,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,2015-12-17,2015-06-18,15.46113109588623,17.064455032348633,9.395693758886665
2015-09-18,Joint,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,2015-12-18,2015-06-19,15.275818824768065,17.064455032348633,10.481648574126154
2015-09-10,Self,IVZ,Invesco Ltd. (NYSE),Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-10,2015-06-11,25.3536434173584,23.866811752319336,6.2297037428745625
2015-09-10,Self,ABBV,AbbVie Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-10,2015-06-11,46.7880744934082,38.25618743896485,22.301979432883627
2015-09-10,Self,T,"AT&amp;T, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-10,2015-06-11,23.90552520751953,23.212085723876953,2.9874070425703962
2015-09-16,Self,PFE,Pfizer Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-16,2015-06-17,25.615392684936523,23.79344367980957,7.657357336100986
2015-09-16,Self,MMC,"Marsh &amp; McLennan Companies, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-16,2015-06-17,49.16841506958008,46.37885284423828,6.01472881338924
2015-09-16,Self,UNP,Union Pacific Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-16,2015-06-17,79.75234985351562,67.58700561523439,17.999531311591525
2015-09-16,Self,GM,General Motors Company (NYSE),Stock,Purchase,"$1,001 - $15,000",Gary C Peters,2015-12-16,2015-06-17,25.74530029296875,22.237045288085934,15.776623914879792
2015-09-22,Joint,M,"Macy's, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-12-22,2015-06-23,40.60953140258789,26.46839904785156,53.426474072613644
2015-09-15,Joint,QCOM,QUALCOMM Incorporated (NASDAQ),Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2015-12-15,2015-06-16,45.65463256835938,55.57867050170898,17.855839018395443
2015-09-15,Joint,BAC,Bank of America Corporation (NYSE),Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2015-12-15,2015-06-16,14.740224838256836,16.620750427246097,11.314324207086045
2015-08-28,Joint,PG,The Procter &amp; Gamble Company (NYSE),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-27,2015-05-29,60.38645935058594,57.71523666381836,4.62827988097321
2015-08-28,Joint,CSX,CSX Corp. (NYSE),Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2015-11-27,2015-05-29,25.46525382995605,32.332996368408196,21.24066220216588
2015-08-28,Joint,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-27,2015-05-29,303.69000244140625,256.04000854492193,18.610370374255083
2015-08-28,Self,FB,"Facebook, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-27,2015-05-29,91.01000213623048,79.19000244140625,14.926126190701936
2015-08-28,Self,VFC,V.F. Corporation (NYSE),Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,2015-11-27,2015-05-29,60.0400276184082,63.33449172973633,5.201690297581294
2015-08-21,Self,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$15,001 - $50,000",John Cornyn,2015-11-20,2015-05-22,24.35510444641113,23.61869812011719,3.117895501897735
2015-08-21,Self,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$15,001 - $50,000",John Cornyn,2015-11-20,2015-05-22,24.22336196899414,23.61869812011719,2.5601065977549666
2015-08-27,Self,COF,Capital One Financial Corporation (NYSE),Stock,Sale (Full),"$100,001 - $250,000",James M Inhofe,2015-11-26,2015-05-28,70.27773284912111,82.90691375732422,15.232964702038998
2015-08-24,Self,RSPP,"RSP Permian, Inc. (NYSE)",Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-11-23,2015-05-25,21.149999618530273,19.229999542236328,9.984400010394708
2015-08-24,Self,CLR,"Continental Resources, Inc. (NYSE)",Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,2015-11-23,2015-05-25,27.06972694396973,47.44179153442383,42.94117893012556
2015-08-24,Self,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-11-23,2015-05-25,23.747148513793945,23.61869812011719,0.543850440119499
2015-08-24,Self,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-11-23,2015-05-25,23.61869812011719,23.61869812011719,0.0
2015-08-24,Self,A,Agilent Technologies Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-11-23,2015-05-25,32.945724487304695,31.793249130249023,3.624905879654733
2015-08-24,Self,EMR,Emerson Electric Co. (NYSE),Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2015-11-23,2015-05-25,39.23419570922852,51.14480972290039,23.2880209706574
2015-08-12,Self,ARW,"Arrow Electronics, Inc. (NYSE)",Stock,Purchase,"$50,001 - $100,000",James M Inhofe,2015-11-11,2015-05-13,57.38999938964844,50.790000915527344,12.994680754383225
2015-08-12,Self,MRK,Merck &amp; Co. Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-11-11,2015-05-13,49.27560806274414,41.30561828613281,19.295171231674857
2015-08-13,Self,JCI,Johnson Controls Inc. (NYSE),Stock,Purchase,"$100,001 - $250,000",John Hoeven,2015-11-12,2015-05-14,30.37028694152832,27.063350677490234,12.219241820594704
2015-08-13,Self,RL,Ralph Lauren Corporation (NYSE),Stock,Purchase,"$50,001 - $100,000",John Hoeven,2015-11-12,2015-05-14,105.24788665771484,93.7922134399414,12.213885137820029
2015-08-13,Self,TAP,Molson Coors Brewing Company (NYSE),Stock,Purchase,"$100,001 - $250,000",John Hoeven,2015-11-12,2015-05-14,64.02242279052734,58.27453994750977,9.863454689123103
2015-09-02,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-12-02,2015-06-03,14.842576026916506,13.8501558303833,7.16540816353934
2015-09-02,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-12-02,2015-06-03,34.478073120117195,39.99174499511719,13.787024986464544
2015-09-01,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-12-01,2015-06-02,33.87722396850586,39.99174499511719,15.289457930275063
2015-09-01,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-12-01,2015-06-02,14.58923625946045,13.8501558303833,5.336260747736972
2015-08-31,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-30,2015-06-01,37.44426727294922,41.68043899536133,10.163452747903065
2015-08-31,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-30,2015-06-01,35.16727828979492,39.99174499511719,12.063656401868215
2015-08-31,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-30,2015-06-01,37.9425163269043,32.57933807373047,16.46190061024687
2015-08-28,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-27,2015-05-29,36.4818229675293,30.47526359558105,19.709622373271955
2015-08-28,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-27,2015-05-29,37.75457763671875,41.68043899536133,9.418953958425178
2015-08-28,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-27,2015-05-29,15.00856113433838,13.8501558303833,8.363843108637582
