date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2018-06-01,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-31,2018-03-02,62.9000015258789,84.5,25.562128371740954
2018-06-04,Joint,DISCA,"Discovery, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-03,2018-03-05,21.09000015258789,20.950000762939453,0.6682548188546917
2018-05-21,Self,SHW,The Sherwin-Williams Company,Stock,Sale (Partial),"$1,001 - $15,000",Gary C Peters,2018-08-20,2018-02-19,382.2328796386719,439.1975402832031,12.970168413921286
2018-06-25,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-09-24,2018-03-26,1663.1500244140625,1371.989990234375,21.221731663650772
2018-06-25,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2018-09-24,2018-03-26,384.4800109863281,280.29000854492193,37.17221422992955
2018-06-22,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2018-09-21,2018-03-23,111.5982666015625,99.1368408203125,12.569924236174302
2018-06-22,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2018-09-21,2018-03-23,411.0899963378906,418.9700012207031,1.880804081402843
2018-06-22,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,2018-09-21,2018-03-23,1715.6700439453125,2039.510009765625,15.878321963103645
2018-06-19,Self,CRSP,CRISPR Therapeutics AG,Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,2018-09-18,2018-03-20,62.06000137329102,73.58999633789062,15.667883596106307
2018-06-04,Self,BMY,Bristol-Myers Squibb Company,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2018-09-03,2018-03-05,47.22166442871094,61.94219207763672,23.764944628494035
2018-05-29,Self,CLR,"Continental Resources, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,2018-08-28,2018-02-27,65.18262481689453,68.60123443603516,4.983306273195694
2018-06-07,Self,MET,"MetLife, Inc.",Stock,Purchase,"$50,001 - $100,000",John Hoeven,2018-09-06,2018-03-08,42.06908416748047,38.77252578735352,8.502304952240664
2018-06-07,Self,CVS,CVS Health Corporation,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2018-09-06,2018-03-08,59.66128540039063,55.18341827392578,8.114515676135
2018-06-01,Self,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$50,001 - $100,000",John Hoeven,2018-08-31,2018-03-02,1641.5400390625,1371.989990234375,19.646648353613585
2018-05-08,Spouse,USB,U.S. Bancorp,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-08-07,2018-02-06,45.7695541381836,50.4747543334961,9.321888253728517
2018-05-04,Spouse,HOLX,"Hologic, Inc.",Stock,Sale (Full),"$15,001 - $50,000",Susan M Collins,2018-08-03,2018-02-02,37.93000030517578,42.91999816894531,11.62627697263052
2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",Tina Smith,2018-08-31,2018-03-02,50.43999862670898,67.91000366210939,25.725230589477732
2018-06-01,Spouse,TCMD,"Tactile Systems Technology, Inc.",Stock,Sale (Full),"$100,001 - $250,000",Tina Smith,2018-08-31,2018-03-02,50.43999862670898,67.91000366210939,25.725230589477732
2018-06-01,Spouse,PODD,Insulet Corporation,Stock,Sale (Partial),"$100,001 - $250,000",Tina Smith,2018-08-31,2018-03-02,94.81999969482422,104.2699966430664,9.063006859577357
2018-05-17,Spouse,RCL,Royal Caribbean Cruises Ltd.,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,2018-08-16,2018-02-15,101.87786865234376,124.3781509399414,18.09022092510635
2018-05-18,Spouse,BNPQY,BNP Paribas SA,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,2018-08-17,2018-02-16,32.02438735961914,35.56499099731445,9.955305873584123
2018-05-02,Self,BOX,"Box, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,2018-08-01,2018-01-31,23.6299991607666,29.01000022888184,18.5453327323969
2018-05-02,Self,BOX,"Box, Inc.",Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,2018-08-01,2018-01-31,23.6299991607666,18.450000762939453,28.075870913958
2018-05-07,Joint,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-06,2018-02-05,62.65283966064453,59.87232971191406,4.644065066633232
2018-05-07,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,2018-08-06,2018-02-05,1600.1400146484375,1339.5999755859375,19.449092550822158
2018-05-07,Joint,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-06,2018-02-05,124.7232666015625,117.75154113769531,5.9207084650507085
2018-05-07,Joint,HD,"The Home Depot, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-06,2018-02-05,171.6900177001953,160.6905059814453,6.845153452948921
2018-05-07,Joint,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-06,2018-02-05,154.27728271484375,138.634521484375,11.283453113250573
2018-05-24,Joint,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-23,2018-02-22,10.379354476928713,8.41075611114502,23.405724048699042
2018-05-24,Joint,ETN,Eaton Corporation plc,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-23,2018-02-22,74.53640747070312,68.16051483154297,9.354231925797535
2018-05-24,Joint,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-23,2018-02-22,91.4958038330078,88.2373046875,3.692881550550581
2018-05-24,Joint,ADI,"Analog Devices, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-23,2018-02-22,89.89358520507812,82.61997985839844,8.803688114117008
2018-05-24,Joint,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-23,2018-02-22,125.92173767089844,120.1618423461914,4.793447913450365
2018-05-07,Self,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-08-06,2018-02-05,60.55400085449219,50.49599838256836,19.918414912251606
2018-05-07,Self,MGA,Magna International Inc.,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2018-08-06,2018-02-05,56.131752014160156,61.5501594543457,8.803238672687115
2018-05-23,Self,T,AT&amp;T Inc.,Stock,Sale (Partial),"$50,001 - $100,000",John Hoeven,2018-08-22,2018-02-21,27.14208602905273,31.00755500793457,12.466216629762329
2018-05-23,Self,GIS,"General Mills, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",John Hoeven,2018-08-22,2018-02-21,38.0876350402832,48.95629119873047,22.200734353686315
2018-05-31,Joint,DISCA,"Discovery, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-30,2018-03-01,21.09000015258789,20.950000762939453,0.6682548188546917
2018-05-29,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-28,2018-02-27,27.18000793457031,30.821533203125,11.814873856390363
2018-05-29,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-28,2018-02-27,348.2312316894531,318.406005859375,9.367042480740935
2018-05-25,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-24,2018-02-23,64.65000152587889,84.5,23.491122454581202
2018-05-24,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-23,2018-02-22,99.30248260498048,95.83064270019531,3.622891182778318
2018-05-23,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-22,2018-02-21,64.0,84.5,24.260355029585796
2018-05-23,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-22,2018-02-21,18.190000534057614,19.520000457763672,6.813524039529824
2018-05-22,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-21,2018-02-20,62.6500015258789,84.5,25.857986359906633
2018-05-22,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-21,2018-02-20,18.190000534057614,19.520000457763672,6.813524039529824
2018-05-22,Joint,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-21,2018-02-20,91.94634246826172,88.47755432128906,3.9205289675802106
2018-05-21,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-20,2018-02-19,54.70000076293945,81.55000305175781,32.9245877180131
2018-05-17,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-16,2018-02-15,18.850000381469727,19.520000457763672,3.432377359537753
2018-05-17,Joint,DISCA,"Discovery, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-16,2018-02-15,23.020000457763672,20.950000762939453,9.880666441244472
2018-05-16,Joint,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-15,2018-02-14,89.42525482177734,88.47755432128906,1.0711196842612623
2018-05-10,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-09,2018-02-08,18.38999938964844,19.520000457763672,5.788939762374824
2018-05-10,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-09,2018-02-08,25.36532592773437,24.59452247619629,3.1340452016667513
2018-05-08,Joint,DISCA,"Discovery, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-07,2018-02-06,23.04999923706055,20.950000762939453,10.023858699976728
2018-05-07,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-06,2018-02-05,18.030000686645508,19.520000457763672,7.633195369754958
2018-05-04,Joint,TWX,Time Warner Inc.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-03,2018-02-02,93.13999938964844,92.01065063476562,1.2274108998160926
2018-05-04,Joint,DISCA,"Discovery, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-08-03,2018-02-02,23.15999984741211,20.950000762939453,10.548921260099164
2018-05-02,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-08-01,2018-01-31,18.549999237060547,18.96999931335449,2.214022622543112
2018-05-01,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-07-31,2018-01-30,18.3799991607666,18.96999931335449,3.110174875823745
2018-05-15,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2018-08-14,2018-02-13,29.30110168457031,26.17906379699707,11.925704875402602
2018-04-23,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","Angus S King, Jr.",2018-07-23,2018-01-22,66.85227203369139,79.64810943603516,16.065462812548006
2017-08-31,Child,FE,FirstEnergy Corp.,Stock,Sale (Partial),"$1,001 - $15,000","Robert P Casey, Jr.",2017-11-30,2017-06-01,28.19438743591309,30.66902160644531,8.068839633319627
2018-04-23,Spouse,VFC,V.F. Corporation,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,68.86302947998047,82.3984146118164,16.426754319973142
2018-04-23,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,99.63296508789062,92.8300552368164,7.328348382126336
2018-04-23,Spouse,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,54.9636344909668,46.11220932006836,19.19540464751975
2018-04-23,Spouse,PG,The Procter &amp; Gamble Company,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,67.65896606445311,65.74968719482422,2.903860004643775
2018-04-23,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,91.82291412353516,104.42677307128906,12.06956662267983
2018-04-23,Spouse,MDT,Medtronic plc,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,75.68966674804688,84.3241195678711,10.239600323220088
2018-04-23,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,79.82032775878906,101.63253021240234,21.46183156911262
2018-04-23,Spouse,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,126.0865707397461,120.1618423461914,4.930623796933219
2018-04-23,Spouse,GWW,"W.W. Grainger, Inc.",Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,270.7992553710937,324.68280029296875,16.595749720420883
2018-04-25,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-25,2018-01-24,67.01171875,61.37261581420898,9.188304687651026
2018-04-23,Spouse,EMR,Emerson Electric Co.,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,64.46855926513672,68.78755950927734,6.278751964674839
2018-04-23,Spouse,CMCSA,Comcast Corporation,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,31.95263481140137,28.85832214355469,10.722427494066125
2018-04-23,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,40.67550277709961,42.55990982055664,4.427657510089119
2018-04-23,Spouse,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,60.26688766479492,55.18341827392578,9.211950890093888
2018-04-23,Spouse,BLK,"BlackRock, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,482.3409729003906,547.546875,11.908734224738183
2018-04-23,Spouse,AFL,Aflac Incorporated,Stock,Purchase,"$1,001 - $15,000",William Cassidy,2018-07-23,2018-01-22,42.43957901000977,38.77043914794922,9.463756260430799
2018-04-23,Self,BOX,"Box, Inc.",Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,2018-07-23,2018-01-22,22.90999984741211,18.450000762939453,24.17343577259608
2018-04-24,Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,57.75725936889648,54.40167999267578,6.168153955305172
2018-04-24,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,81.97151184082031,78.55084991455078,4.354710267286222
2018-04-24,Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,68.79248046875,63.82833862304688,7.777332064085229
2018-04-24,Spouse,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,45.85139846801758,44.43275451660156,3.1927886687420255
2018-04-24,Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,183.81900024414062,177.65911865234375,3.4672476361041618
2018-04-24,Spouse,TGT,Target Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,65.36785888671875,62.91179656982422,3.903977395032115
2018-04-24,Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,57.71897506713867,52.81176376342773,9.291890582736414
2018-04-24,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,45.55828475952149,45.38494873046875,0.381924038478374
2018-04-24,Spouse,PG,The Procter &amp; Gamble Company,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,67.19556427001953,65.74968719482422,2.1990630478758106
2018-04-24,Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,102.00152587890624,97.29059600830078,4.8421225317640335
2018-04-24,Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,97.89572143554688,80.28472137451172,21.93568061210982
2018-04-24,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,93.33570861816406,88.47755432128906,5.490832487563523
2018-04-24,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,54.46110916137695,54.361183166503906,0.18381865340748504
2018-04-24,Spouse,NVS,Novartis AG,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,64.48493194580078,60.67395401000977,6.281077272732688
2018-04-24,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,127.44384765625,121.73123168945312,4.692810454239265
2018-04-24,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,65.10567474365234,60.56719207763672,7.493302083738783
2018-04-24,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,38.03206253051758,33.831329345703125,12.416695607463566
2018-04-24,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,89.67540740966797,81.4826431274414,10.054612820319079
2018-04-24,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,75.07486724853516,72.407470703125,3.6838692465127565
2018-04-24,Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,147.09642028808594,138.634521484375,6.103745815334065
2018-04-24,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,78.84087371826172,77.48108673095703,1.7549921466981573
2018-04-24,Spouse,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,117.0718002319336,111.5939712524414,4.9087140801724445
2018-04-24,Spouse,IBM.MX,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,2747.17626953125,2668.742431640625,2.9389811830738353
2018-04-24,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,139.17900085449222,127.43084716796876,9.219238471386774
2018-04-24,Spouse,GIS,"General Mills, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,39.9609375,37.11495208740234,7.668029331940474
2018-04-24,Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,207.29400634765625,173.56040954589844,19.43622793355813
2018-04-24,Spouse,FDS,FactSet Research Systems Inc.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,187.5543670654297,180.71620178222656,3.7839248588477403
2018-04-24,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,66.0423583984375,61.37261581420898,7.608837463218222
2018-04-24,Spouse,ES,Eversource Energy,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,54.93577575683594,49.294471740722656,11.444090618893767
2018-04-24,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,62.99287414550781,60.82400512695313,3.565810922887721
2018-04-24,Spouse,EV,Eaton Vance Corp.,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,46.98364639282226,44.57527542114258,5.4029300972919145
2018-04-24,Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,62.299964904785156,57.64361572265625,8.07782288420671
2018-04-24,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,107.512939453125,106.46549224853516,0.9838372814213443
2018-04-24,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,40.206703186035156,35.35396194458008,13.726159600053037
2018-04-24,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,127.90926361083984,117.75154113769531,8.626402996514827
2018-04-24,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2018-07-24,2018-01-23,108.3695831298828,96.44840240478516,12.360164012946043
